epoch,accuracy,loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
47,0.7237565517425537,0.7457089424133301,0.675728976726532,0.5284758623019026,0.9015892744064331,0.5063174832966517,0.5968410042988346
48,0.7255317568778992,0.7412293553352356,0.6733343005180359,0.5324402287361465,0.9453465342521667,0.505012700216525,0.5964937629570572
49,0.7255632281303406,0.7368680834770203,0.6667135953903198,0.5277043667170149,0.942500114440918,0.5012539562022815,0.6012834285045995
50,0.7314386963844299,0.7302009463310242,0.664459764957428,0.5182058191901318,0.9637801051139832,0.493245632644321,0.5891653938316421
51,0.7308103442192078,0.7241255640983582,0.6557261347770691,0.5239509921751959,0.9805452823638916,0.5003763964761649,0.5995269673774283
52,0.7337009310722351,0.7206254601478577,0.6550218462944031,0.5194105404213641,0.9704641103744507,0.49279187984615924,0.5886193446518981
53,0.7362459301948547,0.7145089507102966,0.6444569826126099,0.5252908210854756,0.995693564414978,0.5018867277058486,0.5944402143944792
54,0.7397021651268005,0.7049610018730164,0.6586843132972717,0.5161876439639892,0.9804580807685852,0.490815935098196,0.6016830848477615
55,0.7390580177307129,0.7006068825721741,0.637272834777832,0.5073835262930975,1.032723069190979,0.480104337878523,0.5952106131965713
56,0.7425299286842346,0.6950598359107971,0.6472742557525635,0.5114024676372291,1.0179105997085571,0.48402202676173717,0.5936901145002078
57,0.7449963688850403,0.6937262415885925,0.6796731948852539,0.536436653723865,0.9496575593948364,0.5087389269164564,0.6020170020353209
58,0.7486096620559692,0.6790181994438171,0.6602338552474976,0.5201253332621911,0.967533528804779,0.49219590066983065,0.6038403243773404
59,0.7466145157814026,0.6842265725135803,0.6855894923210144,0.539790979481334,0.9275855422019958,0.5213369797245824,0.5782495447171887
60,0.7490338683128357,0.6765343546867371,0.6392449736595154,0.5132110388562745,1.0259723663330078,0.48354164604608824,0.601361554647919
61,0.7520344257354736,0.6678280234336853,0.664459764957428,0.5303347160944709,0.9711452126502991,0.5051658245440647,0.5917647796449685
62,0.7554277777671814,0.6624791026115417,0.6622059345245361,0.5197555041467521,0.9673163890838623,0.49366470341958213,0.6107954821204546
63,0.7545480132102966,0.6635735034942627,0.6800957918167114,0.5391463682110833,0.926937997341156,0.5138527203513518,0.5913232765505507
64,0.7569202184677124,0.6574172973632812,0.6730525493621826,0.5337430866260602,0.9270339012145996,0.5052267817286094,0.5983426972571224
65,0.7570145130157471,0.655755877494812,0.6547400951385498,0.5197247231673087,1.0073543787002563,0.49142582710623967,0.6011970877219592
66,0.7587897181510925,0.6478677988052368,0.6774193644523621,0.5404542836518261,0.9227460026741028,0.510624827418654,0.6035294935970217
67,0.7615389227867126,0.6471525430679321,0.6629102826118469,0.5322307317831148,0.9414169788360596,0.5067254073756986,0.6021398086234494
68,0.7605020999908447,0.6413097381591797,0.6507958769798279,0.5193433324603279,1.0053982734680176,0.49172610671132044,0.606057090962456
69,0.7627957463264465,0.6374038457870483,0.6609381437301636,0.530964195301479,0.9875594973564148,0.5057748143249636,0.5951817093317214
70,0.766063392162323,0.6345199346542358,0.6502324342727661,0.5285902225712069,1.0085703134536743,0.5021299725121251,0.6064774609427609
71,0.7672416567802429,0.6254090666770935,0.6899563074111938,0.5547579517154139,0.9062637686729431,0.5338616704158681,0.6015347695762967
72,0.7675715684890747,0.6298896074295044,0.6503732800483704,0.5313474434802633,0.9933298230171204,0.5027930513713501,0.6122236969722662
73,0.7677600979804993,0.623386025428772,0.6719256043434143,0.5351582626564053,0.9806401133537292,0.504374470953044,0.6120049607092304
74,0.7704307436943054,0.6192331314086914,0.6582617163658142,0.5226217001709274,1.0054397583007812,0.4977978167389785,0.5967016433447485
75,0.7719546556472778,0.6173071265220642,0.6674179434776306,0.5286814131963476,0.9740841388702393,0.4996514375691789,0.597627549828192
76,0.7726773023605347,0.6110126376152039,0.6593886613845825,0.522253392887523,1.0079220533370972,0.4958606872331481,0.6005401375720725
77,0.776667594909668,0.6039009690284729,0.6731933951377869,0.5336376222593968,0.9890590310096741,0.5070862530305618,0.6064538195183671
78,0.7717503905296326,0.6152490377426147,0.6410762071609497,0.5291864296360557,1.047106146812439,0.5043734107597602,0.6107562753004698
79,0.7782700061798096,0.6007689833641052,0.6451612710952759,0.516785010671782,1.0124093294143677,0.49354428598064637,0.6068301251983004
80,0.7801395058631897,0.5968902707099915,0.6729117035865784,0.5458732725349957,0.9532918930053711,0.5178286636360725,0.6058494557455495
81,0.7805636525154114,0.5908649563789368,0.6469925045967102,0.5143477215784176,1.0372551679611206,0.48853144474310817,0.610134518328486
82,0.781679093837738,0.5942274928092957,0.6493872404098511,0.5209178346416159,1.0185840129852295,0.5032850800711693,0.5918452828868632
83,0.778081476688385,0.59635329246521,0.6538949012756348,0.536348354481788,0.9803024530410767,0.5105159229177354,0.6125293239100555
84,0.77768874168396,0.5963488221168518,0.6417805552482605,0.5183885410727125,1.0242047309875488,0.4942644850394285,0.6022429171077692
85,0.7845854163169861,0.5841471552848816,0.660515546798706,0.5270056823157203,0.9986928105354309,0.49723448012458527,0.5994109777700696
86,0.7823389172554016,0.587274968624115,0.6726299524307251,0.5402472148878508,0.9583717584609985,0.5105161791091416,0.6085726101509534
87,0.7844911813735962,0.5782997012138367,0.6660093069076538,0.5330831673789796,0.9737808108329773,0.5039235645382814,0.6051982894838939
88,0.785700798034668,0.5812939405441284,0.642203152179718,0.5134215171194058,1.0417057275772095,0.4855393923998722,0.6075241588918121
89,0.7881515622138977,0.5722924470901489,0.6681222915649414,0.5303608201225533,1.0047008991241455,0.5066849774838871,0.6036368516241906
90,0.7875388860702515,0.571358859539032,0.6558670401573181,0.5315134826217833,1.01064133644104,0.5029824068973879,0.6091984896073053
91,0.7853552103042603,0.5746263265609741,0.6595295071601868,0.5547579517154139,1.0060858726501465,0.5338616704158681,0.6015347695762967
